guest_key,guest_id,full_name,nationality,lifetime_bookings,lifetime_spend,first_stay_date,last_stay_date
2237853846099437283,2237853846099437283,,PRT,1,438.6,2015-09-10,2015-09-10
2238653826327314918,2238653826327314918,,ESP,35,13513.01,2015-08-26,2017-08-05
2239374303106470924,2239374303106470924,,PRT,2,220.0,2017-05-19,2017-05-19
2239903851067514915,2239903851067514915,,PRT,1,150.0,2017-04-21,2017-04-21
2240421377342735466,2240421377342735466,,PRT,2,138.5,2016-03-14,2016-04-20
2242005973143298034,2242005973143298034,,NOR,2,190.0,2016-05-29,2016-06-13
2242711740348855796,2242711740348855796,,FIN,1,300.0,2017-03-02,2017-03-02
2244558341788981433,2244558341788981433,,PRT,1,116.1,2016-09-29,2016-09-29
2244600759871210553,2244600759871210553,,PRT,4,192.0,2016-03-30,2016-03-30
2245745969080806183,2245745969080806183,,ITA,1,733.9499999999999,2017-07-15,2017-07-15
2245953135622886082,2245953135622886082,,IND,4,960.38,2016-11-03,2017-06-13
2249880755177404511,2249880755177404511,,PRT,1,342.0,2017-07-27,2017-07-27
2250124539623465013,2250124539623465013,,CHE,1,1133.01,2015-07-30,2015-07-30
2254120816666496071,2254120816666496071,,PRT,12,659.1,2016-03-18,2017-04-26
2258251507156124039,2258251507156124039,,LTU,1,260.0,2016-11-27,2016-11-27
2259304071301602728,2259304071301602728,,PRT,2,480.0,2017-03-10,2017-03-10
2261580671525404343,2261580671525404343,,AUS,6,2396.33,2015-07-10,2017-08-04
2262412516301796392,2262412516301796392,,PRT,1,50.0,2016-04-01,2016-04-01
2263898126348133058,2263898126348133058,,FRA,4,2099.51,2016-12-22,2017-03-23
2265022216156185850,2265022216156185850,,SVN,1,473.61,2016-07-22,2016-07-22
2265600898141915706,2265600898141915706,,PRT,2,149.99,2017-02-19,2017-02-20
2266770424026253478,2266770424026253478,,ESP,7,2007.0,2016-06-06,2016-06-07
2266911336735836420,2266911336735836420,,HND,1,79.0,2016-02-23,2016-02-23
2267079371919623395,2267079371919623395,,SRB,2,449.0,2016-03-23,2017-04-14
2271553888517254776,2271553888517254776,,PRT,1,750.4,2016-06-12,2016-06-12
2273447382786067341,2273447382786067341,,ESP,1,200.0,2016-05-24,2016-05-24
2273966952934977638,2273966952934977638,,PRT,1,144.2,2016-02-26,2016-02-26
2275191620895644364,2275191620895644364,,PRT,7,271.0,2015-12-10,2017-02-06
2282825955096535556,2282825955096535556,,GBR,6,5035.11,2015-07-01,2015-09-03
2282977124817195254,2282977124817195254,,PRT,1,180.0,2016-11-14,2016-11-14
2286680889925147352,2286680889925147352,,CHL,1,550.0,2016-06-05,2016-06-05
2287793938407645128,2287793938407645128,,ARM,3,627.5,2016-02-05,2016-05-22
2291995072655182820,2291995072655182820,,CHN,5,351.75,2016-03-16,2017-06-14
2292602383624549880,2292602383624549880,,CHL,1,124.0,2015-10-10,2015-10-10
2292937322827192287,2292937322827192287,,DEU,1,125.0,2017-06-21,2017-06-21
2294862865541210714,2294862865541210714,,PRT,1,135.0,2016-11-13,2016-11-13
2296861555271403465,2296861555271403465,,CHE,2,670.75,2015-09-20,2015-10-01
2303706468953007545,2303706468953007545,,NLD,7,2885.0,2017-04-02,2017-04-05
2303862401583621398,2303862401583621398,,EST,4,1407.4,2016-04-17,2017-07-17
2303936430017113420,2303936430017113420,,PRT,7,896.0,2016-02-07,2016-02-07
2312258071049956498,2312258071049956498,,DNK,20,13635.24,2016-05-16,2017-08-17
2312388966412809564,2312388966412809564,,FRA,1,680.0,2017-04-28,2017-04-28
2312961062609395168,2312961062609395168,,LUX,2,820.5,2015-09-28,2015-12-03
2316120746991868555,2316120746991868555,,NZL,2,578.0,2015-07-17,2016-04-10
2316948076739132535,2316948076739132535,,IRL,5,1925.0,2015-09-02,2016-09-20
2318871649320407778,2318871649320407778,,KAZ,1,652.2,2015-08-14,2015-08-14
2319609422250218650,2319609422250218650,,GRC,4,1219.45,2015-10-21,2015-11-27
2320707691611864058,2320707691611864058,,SWE,1,686.0,2017-06-20,2017-06-20
2320889330014246468,2320889330014246468,,IDN,1,626.0,2015-09-17,2015-09-17
2321022808517640399,2321022808517640399,,AGO,2,346.0,2017-04-01,2017-04-15
2321226096937399656,2321226096937399656,,PRT,5,2076.0600000000004,2016-11-10,2017-01-19
2321318839125017399,2321318839125017399,,DEU,74,16909.78,2015-09-02,2017-08-30
2321835255315652367,2321835255315652367,,CHN,36,22260.760000000002,2015-07-12,2017-08-16
2329945612404648215,2329945612404648215,,BIH,2,171.0,2016-02-14,2016-04-23
2330708288590724011,2330708288590724011,,ESP,2,838.8,2017-04-13,2017-08-05
2331277769533307934,2331277769533307934,,PRT,7,910.0,2015-08-03,2017-07-26
2332327455253516265,2332327455253516265,,GBR,1,120.0,2017-05-24,2017-05-24
2333057778716203716,2333057778716203716,,PRT,1,42.0,2016-10-26,2016-10-26
2333425284548577184,2333425284548577184,,SWE,4,780.0,2017-01-14,2017-06-12
2333657627650516014,2333657627650516014,,EST,2,300.0,2016-11-21,2016-11-21
2336280826436946523,2336280826436946523,,PRT,1,35.0,2017-02-16,2017-02-16
2336737488798901441,2336737488798901441,,PRT,1,70.0,2015-11-18,2015-11-18
2337434652842422704,2337434652842422704,,GBR,13,3169.19,2016-09-13,2017-06-11
2338200891534503936,2338200891534503936,,BRA,12,4885.26,2015-09-13,2015-12-27
2338993009398186709,2338993009398186709,,TUR,1,93.0,2017-03-23,2017-03-23
2339589557348077366,2339589557348077366,,PRT,7,767.9,2015-09-25,2016-11-01
2340642560892772183,2340642560892772183,,LVA,1,406.0,2016-04-21,2016-04-21
2340943947126303906,2340943947126303906,,PRT,25,7432.86,2015-12-31,2017-08-01
2345874764116174019,2345874764116174019,,BEL,7,4628.6,2015-11-01,2017-06-17
2346837354596929966,2346837354596929966,,LUX,5,1938.2,2016-02-09,2017-08-19
2348257562540788966,2348257562540788966,,BGD,1,1815.0300000000002,2017-04-25,2017-04-25
2349125534265229957,2349125534265229957,,PRT,1,35.0,2017-01-31,2017-01-31
2350542744634007962,2350542744634007962,,PRT,6,204.0,2015-09-05,2017-08-31
2356926252797388977,2356926252797388977,,PRT,2,520.0,2016-09-14,2016-09-14
2358808723799971977,2358808723799971977,,GBR,1,85.0,2016-03-24,2016-03-24
2359658266111958460,2359658266111958460,,ITA,2,169.0,2016-05-24,2017-02-22
2361676586107983211,2361676586107983211,,PRT,35,26868.93,2015-07-06,2017-07-08
2367813754481988652,2367813754481988652,,GBR,2,724.5,2016-11-20,2017-03-14
2368900481481674436,2368900481481674436,,PRT,1,190.0,2015-11-04,2015-11-04
2368947471579917656,2368947471579917656,,MEX,2,143.0,2016-03-27,2017-03-05
2371388688031190138,2371388688031190138,,IRL,2,318.41999999999996,2016-06-06,2016-06-27
2372100010400503579,2372100010400503579,,PRT,5,0.0,2016-01-27,2017-05-13
2372160886470036526,2372160886470036526,,GBR,3,3978.8,2017-07-10,2017-08-13
2373524977075633037,2373524977075633037,,USA,4,975.96,2015-08-22,2016-01-08
2373934494717446942,2373934494717446942,,NLD,1,390.0,2017-05-16,2017-05-16
2374926693507244576,2374926693507244576,,JPN,1,110.0,2017-05-16,2017-05-16
2376957111834969848,2376957111834969848,,PRT,123,26767.11,2015-10-19,2017-07-07
2379758693733768724,2379758693733768724,,ESP,1,145.0,2015-10-20,2015-10-20
2380373314634010627,2380373314634010627,,GBR,3,297.0,2015-10-15,2016-04-01
2380859402739129272,2380859402739129272,,PRT,2,164.0,2015-12-04,2016-03-01
2384435288081615340,2384435288081615340,,DEU,1,380.0,2016-10-09,2016-10-09
2384504269040060855,2384504269040060855,,ZMB,1,580.02,2015-10-24,2015-10-24
2387514934334574046,2387514934334574046,,PRT,4,274.0,2016-03-29,2016-12-29
2388764270275410337,2388764270275410337,,CHN,1,50.0,2017-03-13,2017-03-13
2391513402386151627,2391513402386151627,,ITA,2,655.65,2015-10-13,2016-08-17
2392903085402510853,2392903085402510853,,PRT,1,125.0,2017-04-19,2017-04-19
2393209597499080736,2393209597499080736,,NOR,1,164.9,2016-08-11,2016-08-11
2394369348691667032,2394369348691667032,,BGR,2,660.0,2016-06-06,2016-06-06
2394578654686493713,2394578654686493713,,PRT,2,99.0,2016-04-08,2016-04-08
2395967853234824579,2395967853234824579,,MYS,6,1720.6,2016-09-18,2017-08-12
2396700179505229620,2396700179505229620,,BRA,2,2647.96,2017-08-04,2017-08-04
2397368610325305449,2397368610325305449,,DZA,2,502.0,2016-04-20,2016-10-30
2397662112321603325,2397662112321603325,,PRT,1,141.0,2017-08-09,2017-08-09
2398523853027405454,2398523853027405454,,CHN,3,1200.9,2015-07-05,2015-07-23
2398645192826800090,2398645192826800090,,GBR,5,1908.1399999999999,2017-06-18,2017-08-23
2402148536289726003,2402148536289726003,,ESP,1,68.0,2017-05-10,2017-05-10
2403247716915863640,2403247716915863640,,KWT,11,5318.8,2016-02-13,2017-08-31
2404986885438376311,2404986885438376311,,MOZ,9,2793.9,2017-05-11,2017-05-13
2406331350182374692,2406331350182374692,,PRT,1,76.0,2016-11-25,2016-11-25
2409416694484172920,2409416694484172920,,DZA,1,172.8,2017-07-27,2017-07-27
2409723194313962969,2409723194313962969,,FRA,1,184.0,2016-05-25,2016-05-25
2410694168711103369,2410694168711103369,,SWE,2,285.0,2016-11-22,2016-12-13
2415662188014708500,2415662188014708500,,SRB,1,340.0,2017-02-05,2017-02-05
2417143379436219407,2417143379436219407,,DEU,3,678.0,2016-03-07,2016-03-09
2417584048932356144,2417584048932356144,,CMR,1,356.01,2015-10-03,2015-10-03
2418367674292159969,2418367674292159969,,NLD,23,8831.03,2015-09-02,2017-07-28
2419554249473014642,2419554249473014642,,BRA,1,390.4,2016-04-18,2016-04-18
2420249795113789514,2420249795113789514,,ESP,6,2147.19,2016-12-16,2017-07-26
2421861209776249083,2421861209776249083,,PRT,1,150.0,2017-05-31,2017-05-31
2423935702054573246,2423935702054573246,,PRT,75,16468.93,2015-09-04,2017-06-16
2430983103216772904,2430983103216772904,,DEU,3,1171.0,2016-04-17,2017-05-06
2432906364173302250,2432906364173302250,,DEU,1,100.0,2016-09-15,2016-09-15
2434310496538111937,2434310496538111937,,GBR,33,11729.05,2016-05-22,2017-08-21
2434739020048595164,2434739020048595164,,PRT,11,1132.0,2016-04-20,2016-04-26
2441296508720516261,2441296508720516261,,FRA,1,270.0,2016-03-09,2016-03-09
2441854701287839593,2441854701287839593,,GBR,1,311.5,2015-09-29,2015-09-29
2446156957686875775,2446156957686875775,,BRA,1,256.0,2017-01-26,2017-01-26
2448507556254454521,2448507556254454521,,ITA,8,2225.1,2016-03-06,2017-05-04
2452562374753136108,2452562374753136108,,PRT,1,99.0,2016-09-26,2016-09-26
2453386347921265004,2453386347921265004,,MYS,2,435.0,2015-11-23,2015-11-23
2453595940319421634,2453595940319421634,,PRT,1,1112.0,2016-07-25,2016-07-25
2455949668573797054,2455949668573797054,,PRT,2,202.0,2017-02-10,2017-02-10
2456255670115954965,2456255670115954965,,PRT,1,144.0,2017-05-30,2017-05-30
2458051153435368478,2458051153435368478,,PRT,216,54993.02,2015-07-20,2017-08-28
2461735184082761389,2461735184082761389,,UKR,1,275.67,2016-07-13,2016-07-13
2465666449953742477,2465666449953742477,,PRT,1,320.0,2016-04-28,2016-04-28
2466586023920260421,2466586023920260421,,ARG,3,478.76,2016-01-01,2016-05-26
2472366120721552184,2472366120721552184,,NOR,1,320.0,2016-02-24,2016-02-24
2472602076841787297,2472602076841787297,,USA,1,85.5,2016-09-20,2016-09-20
2472643471277402933,2472643471277402933,,GBR,1,285.0,2015-10-11,2015-10-11
2474174736992324933,2474174736992324933,,THA,1,169.0,2016-09-23,2016-09-23
2474946699171394708,2474946699171394708,,SRB,14,7076.73,2016-02-25,2017-07-13
2475173790641466591,2475173790641466591,,DEU,1,522.32,2015-10-17,2015-10-17
2479008452732314023,2479008452732314023,,FIN,1,230.01,2015-10-10,2015-10-10
2479636255256204101,2479636255256204101,,LBN,17,7023.41,2015-09-14,2017-08-28
2479692978614463793,2479692978614463793,,PRT,3,1080.0,2016-06-02,2016-06-02
2484049278232286553,2484049278232286553,,LUX,1,0.0,2017-06-14,2017-06-14
2484449946328002435,2484449946328002435,,PRT,51,11006.4,2015-09-24,2017-05-27
2486092674442805589,2486092674442805589,,PRT,1,0.0,2016-05-21,2016-05-21
2486733650877169938,2486733650877169938,,ESP,2,484.03,2015-10-05,2015-12-18
2487156716402182807,2487156716402182807,,PRT,2,64.0,2017-03-18,2017-03-18
2487545429655509423,2487545429655509423,,LVA,2,374.4,2016-11-08,2016-11-08
2488515681390130728,2488515681390130728,,GBR,4,1754.32,2015-10-07,2016-05-18
2490934978915237011,2490934978915237011,,SWE,1,50.0,2016-11-29,2016-11-29
2496806013739829950,2496806013739829950,,PRT,4,675.25,2015-10-20,2017-05-09
2497400337663967951,2497400337663967951,,PRT,32,8061.9,2016-04-29,2017-08-31
2498115095085234298,2498115095085234298,,PRT,72,42.0,2015-08-04,2017-06-14
2501068440721700500,2501068440721700500,,GBR,1,0.0,2016-03-12,2016-03-12
2501343331169151613,2501343331169151613,,CHE,1,466.88,2016-09-03,2016-09-03
2502035458713689199,2502035458713689199,,ITA,106,46998.32,2015-08-20,2017-08-31
2502968561625154889,2502968561625154889,,PRT,2,180.0,2017-05-19,2017-05-19
2503296221204605684,2503296221204605684,,PRT,3,979.5,2015-09-06,2017-05-08
2503838418457650078,2503838418457650078,,ETH,1,447.2,2017-08-15,2017-08-15
2504900347328204648,2504900347328204648,,PRT,7,1807.0,2015-09-20,2017-02-02
2505122377889990277,2505122377889990277,,BRA,9,2262.8,2017-02-20,2017-08-26
2513032034828275736,2513032034828275736,,FRA,1,195.0,2015-11-28,2015-11-28
2513241770124022405,2513241770124022405,,AUT,1,195.0,2016-11-28,2016-11-28
2514952248540042622,2514952248540042622,,GBR,2,405.0,2016-10-05,2016-10-05
2515722130040715822,2515722130040715822,,FRA,8,4130.83,2016-05-21,2017-08-16
2517352471302329947,2517352471302329947,,FRA,1,160.0,2015-09-14,2015-09-14
2517495180759888714,2517495180759888714,,USA,6,1549.8,2015-07-28,2016-12-19
2523001691770652333,2523001691770652333,,UGA,1,126.0,2016-09-27,2016-09-27
2523404104174977199,2523404104174977199,,ESP,1,270.0,2016-09-15,2016-09-15
2525615839663630013,2525615839663630013,,RUS,3,2083.62,2015-07-10,2016-09-30
2525725300259115887,2525725300259115887,,AUT,6,1777.5,2017-05-19,2017-08-17
2528514920217661730,2528514920217661730,,AUS,1,120.0,2016-10-09,2016-10-09
2534768960710186783,2534768960710186783,,AGO,1,67.0,2017-02-17,2017-02-17
2535868673666924738,2535868673666924738,,CZE,1,1400.3500000000001,2017-07-23,2017-07-23
2537607689397400020,2537607689397400020,,FRA,8,934.5,2016-05-03,2017-06-07
2538942341754273356,2538942341754273356,,ESP,3,704.0,2016-01-09,2016-03-22
2539143102422983975,2539143102422983975,,RUS,7,5410.48,2015-07-26,2017-07-15
2540597432825947437,2540597432825947437,,FRA,1,115.0,2017-07-05,2017-07-05
2550090385156135962,2550090385156135962,,AUS,1,480.59999999999997,2017-07-15,2017-07-15
2550500318967750948,2550500318967750948,,PRT,1,42.0,2016-04-26,2016-04-26
2550860197021752701,2550860197021752701,,BRA,2,833.01,2016-07-21,2017-02-16
2553810357355989396,2553810357355989396,,DEU,1,195.6,2016-11-20,2016-11-20
2554767914455307290,2554767914455307290,,FRA,143,48037.32,2015-08-05,2016-08-06
2555352675050147458,2555352675050147458,,AUT,1,264.0,2015-08-12,2015-08-12
2556513952264150715,2556513952264150715,,DZA,2,660.0,2017-04-08,2017-05-09
2558243804642626403,2558243804642626403,,AGO,2,1000.0,2015-10-11,2015-10-11
2558653245315643483,2558653245315643483,,DEU,4,705.0,2016-05-30,2016-11-28
2559120457037910509,2559120457037910509,,ESP,8,3148.45,2016-05-21,2017-08-20
2559678762134016403,2559678762134016403,,ESP,1,220.0,2017-05-09,2017-05-09
2560218924101559523,2560218924101559523,,PRT,4,183.0,2016-01-07,2017-02-18
2560372874863722266,2560372874863722266,,FRA,3,618.64,2016-08-12,2017-06-08
2563164269693682036,2563164269693682036,,GTM,1,114.0,2017-05-16,2017-05-16
2565368496586703735,2565368496586703735,,PRT,27,7277.0,2015-08-18,2017-01-24
2566982879904873978,2566982879904873978,,ARG,1,196.8,2017-05-30,2017-05-30
2567099009418427847,2567099009418427847,,PRT,1,477.0,2016-09-25,2016-09-25
2569337591100285893,2569337591100285893,,CHE,3,2731.2,2016-04-08,2016-08-06
2571655806343721297,2571655806343721297,,TMP,1,391.20000000000005,2015-12-05,2015-12-05
2573290195283635069,2573290195283635069,,ISR,3,755.25,2016-06-20,2016-10-09
2574957866374046556,2574957866374046556,,PRT,3,300.8,2016-06-22,2016-09-27
2576002475732313150,2576002475732313150,,BEL,2,480.0,2016-05-30,2016-11-28
2578316331364003543,2578316331364003543,,CHN,2,1610.8200000000002,2017-06-11,2017-06-11
2579945935818335537,2579945935818335537,,PRT,7,300.0,2016-03-22,2017-03-28
2580917041652194359,2580917041652194359,,PRT,2,71.0,2017-03-10,2017-03-10
2581871983570168456,2581871983570168456,,PRT,1,123.3,2015-09-01,2015-09-01
2583233359551104914,2583233359551104914,,ESP,135,23835.0,2015-07-25,2015-12-05
2583450526656083362,2583450526656083362,,PRT,1,95.0,2017-07-29,2017-07-29
2585072994937866221,2585072994937866221,,PRT,1,88.0,2016-07-21,2016-07-21
2585402372172746087,2585402372172746087,,PRT,2,1072.0,2016-08-26,2016-08-26
2586007719381460250,2586007719381460250,,ITA,5,1875.0,2016-09-17,2016-09-17
2587113907775400852,2587113907775400852,,SWE,1,213.29999999999998,2017-08-17,2017-08-17
2587625387076956448,2587625387076956448,,FRA,4,174.0,2015-12-24,2015-12-28
2587836200843257854,2587836200843257854,,ESP,2,416.0,2015-10-09,2016-02-12
2590142459241690340,2590142459241690340,,UNK,1,420.0,2016-11-13,2016-11-13
2592545523802211091,2592545523802211091,,DEU,3,345.0,2017-01-12,2017-01-12
2593694952992566070,2593694952992566070,,PRT,11,5512.15,2015-07-31,2017-08-12
2594858858319457225,2594858858319457225,,ARG,1,192.99,2015-09-14,2015-09-14
2595134977364209169,2595134977364209169,,FRA,10,4862.8,2017-03-06,2017-08-24
2597930563284491398,2597930563284491398,,DEU,1,0.0,2016-07-13,2016-07-13
2603174099991960376,2603174099991960376,,GBR,1,252.5,2017-03-20,2017-03-20
2606130043139158663,2606130043139158663,,GBR,3,818.5,2015-10-23,2017-07-29
2606318298275884303,2606318298275884303,,UNK,17,1153.0,2015-07-01,2016-12-20
2608347791123620743,2608347791123620743,,LIE,1,182.4,2015-09-29,2015-09-29
2608619640291328201,2608619640291328201,,PRT,2,140.0,2016-12-12,2017-06-29
2610661311126903679,2610661311126903679,,PRT,4,225.0,2016-03-11,2016-03-11
2611722899064601973,2611722899064601973,,GBR,1,103.18,2015-07-19,2015-07-19
2615326196750559513,2615326196750559513,,PRT,3,279.0,2016-11-08,2016-11-08
2617076642201509531,2617076642201509531,,UNK,1,70.0,2017-03-01,2017-03-01
2620709343411677276,2620709343411677276,,PRT,1,75.0,2017-06-14,2017-06-14
2621415814835141959,2621415814835141959,,USA,2,189.0,2015-09-16,2016-06-04
2621599614562355512,2621599614562355512,,PRT,1,192.0,2016-11-18,2016-11-18
2623105330987792798,2623105330987792798,,PRT,2,105.0,2015-12-21,2017-02-15
2624289220837293330,2624289220837293330,,TUR,1,78.0,2016-12-16,2016-12-16
2626287728779880977,2626287728779880977,,HRV,1,476.0,2015-11-10,2015-11-10
2628658962357174011,2628658962357174011,,ARG,4,700.0,2016-01-24,2016-01-25
2632163759649436344,2632163759649436344,,PRT,23,2614.0,2016-01-20,2017-05-31
2632301309815036571,2632301309815036571,,GBR,3,1080.0,2016-06-26,2016-08-27
2632648027474888465,2632648027474888465,,DEU,1,442.8,2015-07-03,2015-07-03
2634212031512827032,2634212031512827032,,GBR,1,47.0,2016-10-23,2016-10-23
2634686487612805674,2634686487612805674,,SVK,1,286.77,2017-05-09,2017-05-09
2635756436594926727,2635756436594926727,,GBR,2,522.6800000000001,2015-10-12,2015-10-20
2638746132521506398,2638746132521506398,,ROU,25,23307.0,2016-06-20,2017-08-28
2643567549383250569,2643567549383250569,,DNK,1,0.0,2016-11-24,2016-11-24
2644497068071413702,2644497068071413702,,UNK,3,177.0,2016-03-14,2016-06-29
2645519073599414494,2645519073599414494,,GBR,46,20076.27,2017-01-22,2017-04-23
2646230560170189605,2646230560170189605,,GBR,6,1425.0,2016-05-23,2016-06-24
2646708862456960306,2646708862456960306,,CHN,1,153.0,2016-11-12,2016-11-12
2648711998015226162,2648711998015226162,,ATA,1,351.0,2016-10-13,2016-10-13
2654136701421698766,2654136701421698766,,NZL,1,141.12,2016-08-30,2016-08-30
2654587000417816983,2654587000417816983,,SWE,3,1210.0,2016-06-06,2016-06-06
2654955929294745796,2654955929294745796,,FRA,3,710.0,2016-02-03,2016-02-05
2657956570240077097,2657956570240077097,,IRL,1,459.2,2017-08-05,2017-08-05
2658169153580313236,2658169153580313236,,FRA,57,21119.36,2015-07-04,2017-08-14
2659383596070208831,2659383596070208831,,LBN,1,169.0,2016-06-15,2016-06-15
2659681185832232075,2659681185832232075,,PRT,12,6260.0,2015-09-25,2016-09-08
2660638492077066450,2660638492077066450,,USA,61,14360.89,2015-08-12,2017-08-27
2661183072864436181,2661183072864436181,,AUT,5,1390.9,2016-04-20,2016-10-06
2662227798350192428,2662227798350192428,,FRA,1,2565.0,2017-07-16,2017-07-16
2664316489893528043,2664316489893528043,,PRT,12,718.0,2015-11-18,2017-07-07
2667440351615073445,2667440351615073445,,FRA,10,4601.38,2016-09-28,2017-08-05
2667488715044005661,2667488715044005661,,PRT,1,0.0,2016-02-10,2016-02-10
2671416171588526290,2671416171588526290,,ESP,2,399.0,2015-12-05,2015-12-05
2672797297991078255,2672797297991078255,,FRA,1,935.0,2017-02-09,2017-02-09
2673899286870092560,2673899286870092560,,GBR,1,505.75,2016-07-11,2016-07-11
2674768525426459818,2674768525426459818,,ITA,1,99.0,2016-06-20,2016-06-20
2675002646856358379,2675002646856358379,,CZE,70,29589.0,2016-03-03,2017-08-20
2675693443772713994,2675693443772713994,,DNK,1,190.0,2016-06-24,2016-06-24
2677024007913573050,2677024007913573050,,GBR,3,186.0,2017-05-03,2017-05-03
2679978254808180196,2679978254808180196,,BRA,2,141.12,2016-04-08,2017-08-07
2680649391309816218,2680649391309816218,,GBR,1,242.25,2016-06-26,2016-06-26
2684864867478388153,2684864867478388153,,IRL,4,2257.8,2017-03-28,2017-08-30
2685228421326958317,2685228421326958317,,ESP,2,152.5,2015-12-04,2016-01-22
2686500737745931925,2686500737745931925,,ARG,2,244.0,2015-10-10,2015-10-31
2687802542494134442,2687802542494134442,,ETH,1,401.2,2017-03-19,2017-03-19
2688797207519707815,2688797207519707815,,JOR,1,66.57,2016-02-18,2016-02-18
2689585362727702292,2689585362727702292,,CHE,1,324.0,2016-03-05,2016-03-05
2689799737948654046,2689799737948654046,,PRT,1,109.65,2016-11-10,2016-11-10
2689933106906122908,2689933106906122908,,FRA,4,1031.1,2015-08-07,2017-07-07
2691956326105124759,2691956326105124759,,BEL,2,500.0,2017-04-05,2017-04-05
2693606080167901794,2693606080167901794,,CYP,3,573.0,2017-01-22,2017-06-19
2698456159037906449,2698456159037906449,,GBR,1,203.04,2016-09-21,2016-09-21
2700515895158779405,2700515895158779405,,SVK,1,330.0,2016-06-06,2016-06-06
2703164413459310657,2703164413459310657,,PRT,2,84.0,2017-01-19,2017-05-03
2703184343533552823,2703184343533552823,,PRT,4,268.0,2016-11-25,2016-11-25
2709867785404094553,2709867785404094553,,UNK,1,96.0,2015-10-28,2015-10-28
2713083694579317377,2713083694579317377,,PRT,1,109.0,2015-10-01,2015-10-01
2713968748910187950,2713968748910187950,,BEL,19,7048.89,2015-09-02,2017-05-21
2716308090568800556,2716308090568800556,,USA,5,1109.49,2016-03-11,2016-03-11
2716728598701015765,2716728598701015765,,PRT,8,4235.93,2015-07-07,2017-06-14
2723620641855749850,2723620641855749850,,FRA,2,1130.77,2017-06-05,2017-07-31
2727861570513660473,2727861570513660473,,LVA,12,5816.0,2015-09-09,2017-08-14
2729436737824698908,2729436737824698908,,BRA,1,138.66,2016-08-13,2016-08-13
2730180012891741801,2730180012891741801,,GBR,645,464682.13,2015-07-03,2017-08-31
2731972346734215790,2731972346734215790,,PRT,1,704.0,2016-09-22,2016-09-22
2733165192009229467,2733165192009229467,,DEU,1,207.0,2017-04-18,2017-04-18
2734018083327077642,2734018083327077642,,PRT,1,367.5,2017-08-21,2017-08-21
2734295608191106036,2734295608191106036,,PRT,1,90.0,2015-12-26,2015-12-26
2734783962172970008,2734783962172970008,,PRT,1,328.0,2017-06-26,2017-06-26
2736172664928406490,2736172664928406490,,ROU,3,758.99,2016-07-30,2016-09-22
2736591943462374644,2736591943462374644,,GBR,4,465.0,2016-09-20,2017-03-21
2737504943852897588,2737504943852897588,,PRT,14,10430.89,2015-07-12,2016-08-21
2737522935044162480,2737522935044162480,,CHN,4,1050.1,2017-01-31,2017-08-20
2739046972793517764,2739046972793517764,,ESP,1,51.0,2016-10-10,2016-10-10
2740611399875053199,2740611399875053199,,IRL,6,1498.06,2016-04-08,2017-03-20
2740873224389378451,2740873224389378451,,CRI,1,92.0,2017-04-02,2017-04-02
2742226122231532644,2742226122231532644,,RUS,1,1041.6,2015-08-22,2015-08-22
2744356899896211963,2744356899896211963,,IRL,17,7176.69,2015-07-14,2017-05-03
2746818854309760861,2746818854309760861,,PRT,1,336.0,2015-12-04,2015-12-04
2748263708122969150,2748263708122969150,,ESP,2,74.6,2015-10-14,2015-12-05
2748482846252741119,2748482846252741119,,FRA,2,480.75,2016-04-21,2016-04-21
2749614756882526019,2749614756882526019,,GBR,5,950.0,2016-11-20,2016-11-21
2752186289749514926,2752186289749514926,,PRT,1,25.0,2016-02-11,2016-02-11
2754961881647868078,2754961881647868078,,BEL,1,81.0,2016-10-16,2016-10-16
2756590647506562482,2756590647506562482,,PRT,1,38.4,2016-12-15,2016-12-15
2759035372874210618,2759035372874210618,,NGA,4,4127.1,2016-02-27,2016-03-25
2759988039117534533,2759988039117534533,,ESP,1,369.0,2015-10-19,2015-10-19
2760657739565479582,2760657739565479582,,ESP,13,3417.25,2015-09-04,2017-08-15
2761409714978647386,2761409714978647386,,GBR,1,120.0,2017-03-15,2017-03-15
2762969451833669140,2762969451833669140,,PRT,21,7350.0,2015-10-29,2017-08-23
2769411892201026284,2769411892201026284,,PRT,1,112.0,2016-08-30,2016-08-30
2770644705851135076,2770644705851135076,,NGA,1,55.07,2017-01-20,2017-01-20
2771661828742425994,2771661828742425994,,GBR,2,727.8,2015-10-24,2015-10-24
2775964790004197156,2775964790004197156,,RUS,7,1749.8000000000002,2015-11-29,2017-08-10
2777261094801270369,2777261094801270369,,POL,5,1870.0,2016-06-06,2016-06-06
2777424073249702698,2777424073249702698,,PRT,1,336.0,2016-03-24,2016-03-24
2780000518040615378,2780000518040615378,,CZE,1,140.0,2016-05-18,2016-05-18
2780199836169798370,2780199836169798370,,FIN,1,850.0,2015-09-25,2015-09-25
2783378305512842105,2783378305512842105,,GBR,3,750.81,2016-11-01,2017-06-29
2783947049669007029,2783947049669007029,,PRT,1,144.0,2017-05-26,2017-05-26
2786588592498544005,2786588592498544005,,GBR,1,102.0,2017-01-27,2017-01-27
2786672324256416645,2786672324256416645,,ITA,3,798.6,2015-09-03,2015-09-03
2787686674050689358,2787686674050689358,,IRL,3,450.0,2016-05-12,2016-10-06
2787702804012019257,2787702804012019257,,PRT,6,700.0,2015-10-19,2017-06-01
