branch_id,department_id,department_name,date,scheduled_employees,present_employees,attendance_rate_pct,total_actual_hours,hours_utilisation_pct
2,3,Housekeeping,2026-06-26,3,2,66.67,16.22,67.59
2,1,Reception,2026-06-27,2,1,50.0,7.69,48.09
2,2,Kitchen,2026-06-27,3,2,66.67,16.39,68.31
2,3,Housekeeping,2026-06-27,2,1,50.0,8.28,51.72
2,1,Reception,2026-06-28,3,2,66.67,16.6,69.19
2,2,Kitchen,2026-06-28,3,2,66.67,15.88,66.16
2,3,Housekeeping,2026-06-28,3,2,66.67,15.24,63.5
2,1,Reception,2026-06-29,2,2,100.0,16.66,104.12
2,2,Kitchen,2026-06-29,3,3,100.0,22.64,94.35
2,3,Housekeeping,2026-06-29,3,2,66.67,14.71,61.28
2,1,Reception,2026-06-30,2,1,50.0,8.2,51.26
2,2,Kitchen,2026-06-30,3,3,100.0,23.21,96.72
2,3,Housekeeping,2026-06-30,3,2,66.67,16.25,67.71
2,1,Reception,2026-07-01,3,2,66.67,16.1,67.08
2,2,Kitchen,2026-07-01,3,3,100.0,21.76,90.66
2,3,Housekeeping,2026-07-01,2,1,50.0,8.31,51.91
2,1,Reception,2026-07-02,3,3,100.0,22.91,95.47
2,2,Kitchen,2026-07-02,2,2,100.0,16.49,103.06
2,3,Housekeeping,2026-07-02,3,3,100.0,23.29,97.04
2,1,Reception,2026-07-03,3,3,100.0,22.98,95.75
2,2,Kitchen,2026-07-03,3,3,100.0,23.41,97.53
2,3,Housekeeping,2026-07-03,3,2,66.67,14.95,62.28
2,1,Reception,2026-07-04,3,3,100.0,24.25,101.02
2,2,Kitchen,2026-07-04,3,3,100.0,23.97,99.89
2,3,Housekeeping,2026-07-04,3,3,100.0,24.02,100.09
2,1,Reception,2026-07-05,2,2,100.0,16.02,100.1
2,2,Kitchen,2026-07-05,2,2,100.0,15.39,96.2
2,3,Housekeeping,2026-07-05,2,1,50.0,7.28,45.49
2,1,Reception,2026-07-06,3,3,100.0,21.87,91.12
2,2,Kitchen,2026-07-06,2,1,50.0,7.23,45.19
2,3,Housekeeping,2026-07-06,2,1,50.0,7.26,45.36
2,1,Reception,2026-07-07,3,3,100.0,24.32,101.34
2,2,Kitchen,2026-07-07,3,2,66.67,16.57,69.05
2,3,Housekeeping,2026-07-07,3,2,66.67,16.11,67.13
2,1,Reception,2026-07-08,3,2,66.67,15.92,66.31
2,2,Kitchen,2026-07-08,3,2,66.67,15.09,62.88
2,3,Housekeeping,2026-07-08,3,3,100.0,23.96,99.85
2,1,Reception,2026-07-09,3,3,100.0,21.92,91.33
2,2,Kitchen,2026-07-09,3,3,100.0,22.51,93.8
2,3,Housekeeping,2026-07-09,2,1,50.0,7.98,49.9
2,1,Reception,2026-07-10,3,3,100.0,25.06,104.42
2,2,Kitchen,2026-07-10,3,3,100.0,22.16,92.32
2,3,Housekeeping,2026-07-10,3,3,100.0,21.77,90.72
2,1,Reception,2026-07-11,3,2,66.67,15.83,65.96
2,2,Kitchen,2026-07-11,3,3,100.0,21.98,91.6
2,3,Housekeeping,2026-07-11,3,2,66.67,16.15,67.29
2,1,Reception,2026-07-12,2,2,100.0,15.37,96.05
2,2,Kitchen,2026-07-12,2,1,50.0,7.78,48.64
2,3,Housekeeping,2026-07-12,3,2,66.67,16.31,67.97
2,1,Reception,2026-07-13,2,2,100.0,16.38,102.39
2,2,Kitchen,2026-07-13,2,1,50.0,7.61,47.56
2,3,Housekeeping,2026-07-13,2,1,50.0,7.47,46.68
2,1,Reception,2026-07-14,2,2,100.0,14.45,90.33
2,2,Kitchen,2026-07-14,2,2,100.0,16.38,102.4
2,3,Housekeeping,2026-07-14,3,3,100.0,25.03,104.29
2,1,Reception,2026-07-15,3,2,66.67,15.42,64.24
2,2,Kitchen,2026-07-15,3,2,66.67,14.51,60.47
2,3,Housekeeping,2026-07-15,2,2,100.0,15.64,97.72
2,1,Reception,2026-07-16,2,2,100.0,16.16,101.03
2,2,Kitchen,2026-07-16,3,2,66.67,16.36,68.15
2,3,Housekeeping,2026-07-16,2,2,100.0,15.54,97.11
2,1,Reception,2026-07-17,3,3,100.0,21.77,90.7
2,2,Kitchen,2026-07-17,3,2,66.67,16.3,67.91
2,3,Housekeeping,2026-07-17,2,1,50.0,8.07,50.41
2,1,Reception,2026-07-18,3,2,66.67,16.39,68.31
2,2,Kitchen,2026-07-18,2,2,100.0,15.36,95.98
2,3,Housekeeping,2026-07-18,2,2,100.0,15.72,98.25
2,1,Reception,2026-07-19,3,2,66.67,15.99,66.63
2,2,Kitchen,2026-07-19,2,1,50.0,7.8,48.73
2,3,Housekeeping,2026-07-19,2,1,50.0,7.75,48.45
2,1,Reception,2026-07-20,2,1,50.0,7.33,45.84
2,2,Kitchen,2026-07-20,3,2,66.67,16.63,69.3
2,3,Housekeeping,2026-07-20,2,1,50.0,8.1,50.64
2,1,Reception,2026-07-21,2,1,50.0,7.36,45.98
2,2,Kitchen,2026-07-21,3,2,66.67,15.96,66.48
2,3,Housekeeping,2026-07-21,2,2,100.0,16.67,104.2
2,1,Reception,2026-07-22,3,2,66.67,14.49,60.39
2,2,Kitchen,2026-07-22,3,3,100.0,22.67,94.47
2,3,Housekeeping,2026-07-22,2,2,100.0,16.18,101.11
2,1,Reception,2026-07-23,2,1,50.0,7.51,46.91
2,2,Kitchen,2026-07-23,3,3,100.0,21.67,90.29
2,3,Housekeeping,2026-07-23,3,2,66.67,15.22,63.43
2,1,Reception,2026-07-24,3,2,66.67,15.72,65.5
2,2,Kitchen,2026-07-24,2,1,50.0,7.45,46.55
2,3,Housekeeping,2026-07-24,2,2,100.0,15.87,99.16
2,1,Reception,2026-07-25,2,1,50.0,8.12,50.77
2,2,Kitchen,2026-07-25,2,2,100.0,14.44,90.24
2,3,Housekeeping,2026-07-25,3,3,100.0,24.95,103.98
2,1,Reception,2026-07-26,2,2,100.0,14.88,92.98
2,2,Kitchen,2026-07-26,2,1,50.0,8.11,50.68
2,3,Housekeeping,2026-07-26,3,2,66.67,15.06,62.74
2,1,Reception,2026-07-27,2,1,50.0,7.46,46.65
2,2,Kitchen,2026-07-27,2,1,50.0,8.31,51.97
2,3,Housekeeping,2026-07-27,2,2,100.0,16.46,102.88
2,1,Reception,2026-07-28,3,3,100.0,24.23,100.95
2,2,Kitchen,2026-07-28,3,2,66.67,16.25,67.72
2,3,Housekeeping,2026-07-28,2,2,100.0,15.12,94.47
2,1,Reception,2026-07-29,2,2,100.0,15.94,99.63
2,2,Kitchen,2026-07-29,3,3,100.0,24.8,103.35
2,3,Housekeeping,2026-07-29,3,2,66.67,16.62,69.24
2,1,Reception,2026-07-30,3,2,66.67,14.71,61.31
2,2,Kitchen,2026-07-30,3,3,100.0,23.18,96.58
2,3,Housekeeping,2026-07-30,3,3,100.0,21.72,90.5
2,1,Reception,2026-07-31,3,2,66.67,14.6,60.84
2,2,Kitchen,2026-07-31,3,3,100.0,22.52,93.84
2,3,Housekeeping,2026-07-31,3,2,66.67,14.46,60.24
2,1,Reception,2026-08-01,3,2,66.67,15.39,64.12
2,2,Kitchen,2026-08-01,3,3,100.0,25.15,104.79
2,3,Housekeeping,2026-08-01,3,3,100.0,23.47,97.79
2,1,Reception,2026-08-02,2,2,100.0,14.85,92.82
2,2,Kitchen,2026-08-02,3,3,100.0,23.79,99.14
2,3,Housekeeping,2026-08-02,3,3,100.0,24.0,99.99
2,1,Reception,2026-08-03,3,3,100.0,25.0,104.15
2,2,Kitchen,2026-08-03,3,3,100.0,23.78,99.08
2,3,Housekeeping,2026-08-03,3,2,66.67,16.14,67.26
